sonda,resistente_exp,sensible_exp
1566726_at,2.606933112,2.682068594
1566727_at,3.010247509,3.080930562
1566728_at,2.915680697,2.963455911
1566734_at,2.969878829,2.985952171
1566735_at,3.070411541,3.042052067
1566737_at,2.773260701,2.80602493
1566739_at,3.440167392,3.564198803
1566740_at,2.749633467,2.868897799
1566748_at,2.621693298,2.682891863
1566749_at,1.99198361,2.019797489
1566760_at,3.696207855,3.702491824
1566761_a_at,4.531633378,4.50438235
1566762_at,2.197818185,2.21935527
1566763_at,3.079006827,3.061991091
1566764_at,3.2009806,2.702338435
1566766_a_at,5.058334839,4.729297108
1566767_at,3.295663318,3.306867399
1566768_at,3.027180809,3.159015582
1566771_at,2.693647101,2.64720246
1566772_at,2.328617182,2.23727567
1566775_at,4.614323731,4.619299355
1566776_at,3.793759299,3.86740294
1566777_at,2.49829636,2.482154827
1566778_at,2.517104343,2.501831197
1566779_at,3.265637962,3.344992941
1566780_at,2.697179013,2.745286269
1566783_at,2.497175295,2.512325083
1566784_at,2.893071363,2.958079258
1566785_x_at,6.023667123,6.147264451
1566786_at,3.314833476,3.298155701
1566787_at,2.712177583,2.759702827
1566798_at,2.655209359,2.60925291
1566803_at,3.695959284,3.754492784
1566804_at,2.739549081,2.72702162
1566805_at,2.357575056,2.454481621
1566807_a_at,2.96066137,2.938560963
1566809_a_at,2.928882653,2.973294953
1566814_at,3.647071684,3.753790866
1566816_at,5.534905049,5.65089318
1566821_at,4.49294246,4.599510387
1566823_a_at,3.238852877,3.278139795
1566824_at,3.809536932,3.87014906
1566825_at,2.326319374,2.416939404
1566830_at,5.252958042,5.311364171
1566831_at,3.273194861,3.225330884
1566832_at,2.365846943,2.45141873
1566833_x_at,2.337335038,2.427906245
1566834_at,3.105741509,3.229575485
1566835_at,3.251608956,3.312229392
1566836_at,2.910234541,2.984689269
1566837_at,3.565527508,3.614545817
1566839_at,4.507594196,4.532046844
1566840_at,2.806606589,2.761097329
1566841_at,4.102984178,4.182284049
1566842_at,3.235454819,3.219197777
1566843_at,2.433920263,2.470684544
1566844_at,3.304128773,3.435870417
1566846_at,2.325432631,2.401994512
1566848_x_at,5.560895538,5.576182984
1566851_at,3.291241124,3.28648918
1566852_at,2.828969182,2.830479505
1566853_at,3.274799362,3.320613257
1566854_at,3.860202687,3.820517707
1566860_at,2.305373089,2.366437061
1566861_at,2.528682372,2.648289139
1566862_at,2.238195484,2.204381168
1566863_at,2.300609714,2.370477978
1566865_at,2.517859183,2.501258862
1566866_at,2.751850707,2.913835948
1566867_at,2.586422041,2.709462122
1566868_at,2.958127794,3.060649662
1566869_at,2.268388861,2.241751907
1566870_at,3.521832911,3.523354253
1566873_at,2.831885278,2.759111758
1566874_at,4.045778746,4.028680816
1566879_at,2.942614289,2.86895841
1566880_at,3.903460448,3.930405119
1566881_at,2.529771243,2.455199852
1566882_at,2.609433196,2.702230818
1566884_at,3.622952275,3.720575145
1566885_at,4.273906731,4.411666512
1566887_x_at,8.002690337,8.030876326
1566888_at,2.621928639,2.602161776
1566889_at,2.709783792,2.574317722
1566892_at,2.611955661,2.628262976
1566893_at,2.39400876,2.413792718
1566896_at,2.456417691,2.467540953
1566897_at,3.815550543,3.821416031
1566898_at,2.708043233,2.783837652
1566899_at,2.454228498,2.433338883
1566900_at,2.742807958,2.75770297
1566901_at,4.237732069,3.981260262
1566902_at,2.867864022,2.942518109
1566903_at,4.753729711,4.860251071
1566906_at,4.85747871,4.882715862
1566908_at,3.673437267,3.710161485
1566916_at,2.984029462,3.044885983
1566917_at,3.393119034,3.35476465
1566923_at,3.817414991,3.841332592
1566924_at,3.122511048,3.211506019
1566926_at,3.581162614,3.674965003
1566927_at,3.894972933,3.922027805
1566930_at,2.034091898,2.045130053
1566931_at,4.620526428,4.679923905
1566932_x_at,4.533661302,4.64614045
1566934_at,3.703853236,3.72861725
1566935_at,3.268896055,3.361374902
1566937_at,3.350262414,3.337454805
1566938_at,3.604328381,3.584875621
1566947_at,2.725206126,2.788778094
1566948_at,3.234787006,3.252061716
1566949_at,3.5999445,3.638594947
1566950_at,2.166339677,2.210563402
1566951_at,2.948763967,3.043568468
1566952_at,2.316194703,2.307601366
1566953_x_at,2.521349895,2.604370681
1566954_at,5.127707518,5.242591749
1566955_at,2.953399005,3.050210975
1566956_at,7.712035129,7.770639395
1566957_at,5.315704683,5.37430494
1566958_at,3.745893287,3.677383291
1566959_at,7.058346363,6.42443967
1566963_at,2.947379454,2.986469929
1566964_at,2.713346585,2.76754014
1566965_at,2.775706743,2.908580475
1566966_at,2.668496497,2.778341948
1566967_at,3.380553361,3.380017151
1566968_at,3.805128607,3.917745809
1566969_at,2.15565995,2.171201485
1566970_at,2.084288709,2.115792555
1566973_at,4.752689882,4.817018474
1566974_at,5.017326961,5.023765834
1566978_at,2.760048527,2.872856715
1566979_at,2.912423831,2.833111379
1566980_at,4.986620331,5.313205358
1566981_at,3.362775733,3.368130192
1566984_at,3.125097227,3.286527561
1566986_at,2.956392637,3.071448358
1566987_s_at,3.308240354,3.334126264
1566989_at,7.717239054,7.712584139
1566990_x_at,7.739259441,7.736408713
1566991_at,4.057429341,4.117690898
1566994_at,3.621207796,3.617302897
1566995_at,2.56747776,2.535295752
1566999_at,2.895804818,3.019405255
1567000_at,2.211543956,2.267494202
1567008_at,3.188060404,3.228734665
1567009_at,3.043273305,2.981889869
1567010_at,3.82420041,3.839325298
1567011_at,3.355045049,3.401609035
1567013_at,3.850445479,3.989383249
1567014_s_at,6.395746661,6.66410462
1567015_at,2.951749212,3.033588539
1567022_at,2.97675995,3.051020417
1567023_at,3.573500988,3.660187404
1567027_at,3.435114943,3.565085349
1567028_s_at,3.4057342,3.352783835
1567030_at,3.636529209,3.795974836
1567031_at,2.679007385,2.654183958
1567032_s_at,2.488272775,2.503093755
1567035_at,3.666212384,3.80796144
1567036_at,4.889395287,4.986605484
1567044_s_at,5.302398069,5.574430446
1567045_at,3.897632393,4.025746344
1567054_at,3.442394779,3.527672938
1567055_at,3.22214621,3.116337439
1567056_at,2.704063961,2.796267102
1567058_at,2.882618806,2.882956209
1567059_at,2.294504949,2.308960118
1567060_at,2.698842782,2.757379994
1567064_at,2.705374736,2.742988428
1567065_at,3.837057059,3.920123341
1567068_at,3.410038157,3.498700357
1567069_at,3.728380561,3.844360864
1567076_at,2.926192798,2.850587517
1567078_x_at,2.771205642,2.785760631
1567079_at,6.014882438,6.087492823
1567080_s_at,6.447318078,6.629806856
1567081_x_at,5.891148373,6.081836419
1567100_at,2.665509686,2.708146994
1567101_at,4.237618629,4.514377991
1567105_at,4.157703323,4.280143736
1567107_s_at,6.521650536,6.422831679
1567139_at,3.023061602,2.987027416
1567140_at,2.768608975,2.871463901
1567166_at,5.081539733,5.240776426
1567167_at,4.048236829,4.092683152
1567173_at,2.18300207,2.089914432
1567174_at,2.427048199,2.486391681
1567179_at,2.320208175,2.290508896
1567181_x_at,2.21998273,2.250927354
1567182_at,2.038263427,2.051883929
1567183_s_at,3.643883914,3.451616075
1567213_at,7.566288006,7.425895887
1567214_a_at,11.22524542,11.1069166
1567219_at,4.630753729,4.646098072
1567222_x_at,4.183268079,4.060703991
1567223_at,2.76352986,2.88371694
1567224_at,5.935675671,6.13611927
1567237_at,2.980832571,2.915829871
1567238_at,2.799767371,2.879730189
1567240_x_at,3.139367396,3.039526284
1567241_at,2.543233737,2.572299241
1567242_at,3.111436446,3.199165248
1567244_at,2.430273287,2.463653306
1567245_at,2.671070605,2.671695997
1567246_at,2.102326826,2.087299984
1567247_at,2.24078505,2.304713789
1567248_at,2.511706903,2.549556515
1567249_at,2.275714018,2.358531746
1567250_at,3.179076918,3.201787043
1567251_at,3.172767141,3.187802299
1567252_at,3.50066849,3.489734558
1567253_at,3.920408341,3.858733655
1567254_at,3.391130091,3.520547815
1567255_at,3.777697279,4.018684496
1567256_at,3.251129254,3.240250206
1567257_at,4.452988844,4.426904922
1567270_at,2.90131502,2.910253336
1567271_at,2.955835072,3.024521749
1567272_at,3.472485861,3.504761238
1567273_at,2.963615177,3.073531926
1567274_at,4.787770765,4.991850543
1567277_at,2.978076127,2.994422838
1567280_at,2.235909765,2.279636965
1567281_at,2.17570811,2.208839332
1567282_at,4.604892985,4.603582403
1567284_at,2.595436871,2.610852923
1567285_at,3.92825555,4.030149421
1567286_at,4.256300092,4.216077874
1567287_at,2.152955898,2.223116783
1567288_at,2.260009899,2.267487373
1567297_at,3.835712045,3.898371938
1567298_at,4.374965029,4.419731874
1567303_at,2.287003967,2.366778986
1567304_at,2.624156353,2.645304911
1567319_at,3.613514427,3.688615322
1567320_at,3.840906487,3.90951614
1567333_at,2.288926354,2.294651929
1567334_at,2.904170412,2.938185376
1567341_at,3.64208185,3.851145984
1567357_at,2.573996574,2.546396002
1567358_at,3.271466236,3.342439616
1567359_at,2.144910245,2.268169416
1567361_at,2.311746894,2.333037644
1567374_at,2.695578947,2.859221092
1567375_at,5.759153333,5.80626654
1567376_at,2.513161768,2.543281184
1567377_at,2.462141615,2.561027342
1567378_x_at,2.580540884,2.625483563
1567379_at,2.187811004,2.189996267
1567380_at,2.265050318,2.355238161
1567386_at,2.198844812,2.233234236
1567387_at,2.149248044,2.126745094
1567389_at,3.028078149,3.028874306
1567390_at,2.668202063,2.716980937
1567410_at,4.817427483,4.713405624
1567440_at,4.249651043,4.228013301
1567443_x_at,2.968113853,3.106636494
1567457_at,2.553035848,2.641708262
1567458_s_at,6.862644765,7.042942757
1567519_at,3.464173813,3.556344342
1567527_at,2.719954338,2.709860768
1567539_at,3.638308236,3.623259049
1567540_at,4.628715441,4.698720579
1567558_at,3.32926054,3.351743089
1567559_s_at,2.593122547,2.709898813
1567575_at,2.735343664,2.729958655
1567576_at,2.369899988,2.384084439
1567590_at,2.755238855,2.866884465
1567591_at,4.41539112,4.587563307
1567611_at,3.37664091,3.461707221
1567612_at,2.789986098,2.80196208
1567622_at,5.418782169,5.468729756
1567623_at,3.634553872,3.675493218
1567624_at,3.323621948,3.410101408
1567627_at,5.16463162,5.232101225
1567628_at,4.816564676,4.804724291
1567656_at,2.100672869,2.184512183
1567657_at,2.21208856,2.23407599
1567663_at,2.246412014,2.314980764
1567664_at,2.123368213,2.22699211
1567679_at,2.96346697,2.981662781
1567681_at,2.983468544,3.02195426
1567682_x_at,2.887624468,2.820912693
1567686_at,3.154064694,3.19943421
1567687_at,3.086885627,3.094256704
1567696_at,2.074789644,2.135269699
1567697_at,2.539271735,2.495516208
1567698_x_at,2.247226493,2.271461063
1567702_at,2.069190139,2.138768224
1567703_at,2.262870607,2.290718669
1567704_at,2.920437016,3.030993033
1567705_at,2.141424453,2.147270989
1567706_at,2.209071273,2.229397616
1567853_at,2.235033072,2.290507767
1567855_at,2.316642375,2.249849554
1567856_x_at,2.535507183,2.635877893
1567859_at,2.384189817,2.403411911
1567860_at,2.464643428,2.382113744
1567861_at,2.177813108,2.14892954
1567862_at,2.429259753,2.357691798
1567878_at,2.098563237,2.184272917
1567906_at,3.895868881,3.912313937
1567912_s_at,2.217877303,2.510991218
1567913_at,6.156943939,6.19536578
1567985_at,5.97495793,6.032551461
1567986_at,2.640347097,2.688759927
1567997_x_at,3.762680447,4.055360605
1568012_at,2.242026355,2.224774164
1568126_at,2.365308884,2.434529831
1568190_at,2.146861016,2.234643124
1568191_at,4.597095873,4.581378379
1568248_x_at,4.37447718,4.406363857
1568249_at,6.529644206,6.572650495
1568286_at,2.056281428,2.157668872
1568287_at,2.44620766,2.414536028
1568365_at,2.45037662,2.519952965
1568366_at,2.190218438,2.150297425
1568375_at,2.633916703,2.637182481
1568377_x_at,6.431004702,6.637410028
1568406_at,2.345740184,2.336463669
1568408_x_at,6.506070747,6.625686849
1568448_at,2.946468518,2.998928178
1568449_at,2.468692146,2.472537633
1568487_x_at,2.132484431,2.14126081
1568488_at,2.603855226,2.613847637
1568513_x_at,8.848640707,8.946061139
1568554_x_at,2.360089754,2.296845838
1568558_x_at,3.444425221,3.506391842
1568574_x_at,2.220807184,2.254545461
1568589_at,3.08486804,3.301048581
1568590_at,4.212410693,4.260160014
1568592_at,5.710802637,5.224882418
1568593_a_at,5.416741727,5.321338793
1568594_s_at,4.232217377,3.97556003
1568596_a_at,5.700906448,5.830831872
1568597_at,7.117417267,6.924528809
1568598_at,4.167438747,4.285165216
1568600_at,4.567651616,4.340483416
1568601_at,2.91241527,2.920789004
1568603_at,1.99191979,2.045699484
1568604_a_at,3.543048761,3.540615716
1568605_at,5.426815318,5.289984599
1568606_at,2.832800793,2.871591807
1568609_s_at,7.768904063,8.094524972
1568611_at,3.847963865,3.752232418
1568612_at,2.321278082,2.355249763
1568613_at,6.992180441,7.071887217
1568615_a_at,3.415399662,3.438209724
1568616_a_at,4.453063211,4.49745522
1568617_a_at,2.998686564,3.038346992
1568618_a_at,9.383379972,9.283987297
1568619_s_at,3.289407752,3.319469357
1568620_at,3.813425173,3.64189149
1568623_a_at,2.773079293,2.89151253
1568625_at,3.174227019,3.209150984
1568627_at,7.180560332,6.459974331
1568629_s_at,7.201558619,7.343435501
1568633_a_at,3.000024412,2.872720273
1568634_a_at,2.789308576,2.734387169
1568635_at,2.41512525,2.457190917
1568636_a_at,3.344983262,3.265169389
1568638_a_at,2.588741091,2.559215787
1568639_a_at,6.436080717,6.320981661
1568640_at,5.755648535,5.792350275
1568643_a_at,3.626815485,3.769030983
1568644_at,2.29558338,2.341127045
1568646_x_at,2.659936799,2.695352989
1568647_at,2.453107664,2.551191351
1568648_a_at,2.714530645,2.798839861
1568649_at,5.343331773,5.360410964
1568650_a_at,2.614705693,2.571920566
1568655_a_at,2.827318307,2.84959314
1568656_at,2.422404903,2.510387297
1568658_at,6.666646397,6.08986257
1568660_a_at,2.27989152,2.294873134
1568661_at,2.478861044,2.433675003
1568662_at,2.360615519,2.447980681
1568663_a_at,3.133245316,3.277330152
1568665_at,9.734175685,10.05379155
1568666_at,4.713271197,4.774410233
1568667_s_at,4.941962233,5.052153687
1568672_at,2.168569916,2.219150323
1568673_s_at,2.344023029,2.248050975
1568675_at,3.539978177,3.532990993
1568678_s_at,7.149307284,7.238800603
1568680_s_at,6.232236462,6.306525094
1568682_a_at,3.442633704,3.470173067
1568683_at,3.943922367,3.838881526
1568685_at,2.811747223,2.745413357
1568686_at,2.113350834,2.161776764
1568687_s_at,2.486711234,2.53142938
1568689_at,2.939998739,2.945691178
1568690_a_at,2.70908819,2.815264014
1568691_at,5.985584028,6.050470186
1568695_s_at,4.893194822,4.468946863
1568696_at,2.299563418,2.436107524
1568698_at,2.915319506,2.934821643
1568699_at,3.823101423,3.905625996
1568702_a_at,5.781206645,5.804383715
1568704_a_at,6.295027975,6.336561736
1568706_s_at,3.849212375,4.063790251
1568711_a_at,2.152662239,2.257493698
1568713_a_at,2.67500946,2.586039157
1568717_a_at,2.811647838,2.943981757
1568718_at,5.087993654,5.237991598
1568719_s_at,5.168731354,5.316205732
1568720_at,3.843589239,3.994431684
1568722_at,2.490596234,2.466562736
1568723_at,2.926339707,2.968366005
1568728_s_at,4.473943754,4.597441642
1568730_at,2.962130855,3.094688926
1568732_at,2.249543167,2.377464938
1568733_at,6.541318541,7.091130731
1568734_a_at,4.308116194,4.384699624
1568735_at,2.878310297,2.899576234
1568736_s_at,2.284930561,2.282219069
1568739_at,2.665482338,2.647264147
1568742_at,4.140620137,4.155102179
1568743_at,5.049105426,5.073415546
1568745_at,4.106410778,4.018663038
1568746_a_at,2.625437949,2.70104821
1568748_at,3.415417724,3.539471263
1568749_at,2.456363904,2.505865279
1568751_at,2.130195111,2.119239082
1568752_s_at,2.035886908,2.071080812
1568754_at,4.164777299,4.218644387
1568755_a_at,2.438345178,2.473795231
1568760_at,3.591894933,3.6556864
1568762_at,2.94871194,2.956610482
1568763_s_at,8.34610291,8.570074714
1568764_x_at,3.596192258,3.444043859
1568765_at,2.634869005,2.5886468
1568768_s_at,4.849855483,5.019888014
1568770_at,3.255265925,3.293470713
1568777_at,2.523328647,2.575393882
1568779_a_at,3.648289559,3.785712661
1568780_at,5.575010209,5.149167212
1568781_at,6.487045513,6.792567584
1568782_at,4.092025743,3.83816058
1568783_at,2.795071785,2.81148657
1568784_at,2.221786051,2.341221142
1568785_a_at,2.433448141,2.50147096
1568787_at,2.502650899,2.439045268
1568789_at,3.157355437,3.26143919
1568791_s_at,2.871946307,2.914988443
1568794_at,2.440165563,2.505470807
1568795_at,3.878141648,3.567607649
1568796_at,5.036909247,5.020079995
1568799_at,3.558612458,3.515614957
1568801_at,3.2206511,3.167731191
1568802_at,2.361524328,2.495457536
1568803_at,2.776771394,2.665939571
1568804_at,4.698764717,4.791727631
1568805_at,3.155267237,2.897411762
1568807_a_at,2.509125642,2.33761139
1568812_at,2.840634978,2.933940954
1568813_at,2.768666506,2.731119825
1568814_at,4.774364038,4.855288359
1568815_a_at,7.063841833,6.782564771
1568817_at,4.843824461,4.406126906
1568820_a_at,2.773190762,2.597230838
1568821_at,4.030645907,4.062654773
1568822_at,2.836699248,2.999033015
1568826_at,2.861894382,2.821931365
1568827_at,3.174297882,3.232502207
1568828_at,3.527969124,3.496841526
1568830_at,4.575111986,4.800480817
1568832_a_at,3.136840889,3.256883637
1568834_s_at,4.390851631,4.487635399
1568836_at,2.568572211,2.558398986
1568838_at,6.858033557,6.656342833
1568840_at,2.697117572,2.561199099
1568843_at,3.70755239,3.599019777
1568844_at,2.670158457,2.736892009
1568845_at,4.683437928,4.711129983
1568846_at,2.843238201,2.873849517
1568847_at,4.339786558,4.41878587
1568848_at,2.205232675,2.280961972
1568849_at,2.76396645,2.901696863
1568850_at,3.375576518,3.510286439
1568851_at,2.429032383,2.395802245
1568852_x_at,2.266458992,2.290581259
1568853_at,5.013526466,4.958431921
1568854_at,2.420145353,2.420424126
1568856_at,2.544655655,2.637290533
1568857_a_at,3.910899503,4.328650424
1568858_at,2.804327818,2.661968196
1568859_a_at,4.735123802,4.819543022
1568864_at,2.730382244,2.656850708
1568865_at,4.313369992,4.554504078
1568866_at,2.840915461,2.869404727
1568867_x_at,2.557806435,2.591641922
1568868_at,2.336566555,2.333384061
1568869_at,3.110400639,3.136344648
1568870_at,3.63138712,4.032886619
1568871_at,2.115366331,2.113781907
1568872_at,2.103541587,2.234879585
1568873_at,5.346775146,5.405576982
1568874_at,2.959458679,3.260276533
1568876_a_at,3.449792005,3.55758371
1568877_a_at,4.436434336,4.540414871
1568878_at,3.16428564,3.271977134
1568879_a_at,3.949604822,4.0321975
1568882_at,2.905850629,2.907308372
1568883_at,3.187520856,3.059897546
1568884_at,2.435030826,2.384175606
1568887_at,3.209458976,3.262908538
1568888_at,2.495355488,2.473395365
1568889_at,2.997451807,2.970226277
1568891_x_at,2.992629677,2.94424259
1568892_at,2.239893185,2.30469878
1568894_at,4.13726815,4.154801615
1568896_at,2.226215497,2.253014378
1568897_at,2.477559719,2.568932246
1568898_at,2.141883575,2.175766962
1568899_at,3.249093924,3.246756855
1568900_a_at,4.151083114,3.718537756
1568902_at,2.419215119,2.428728395
1568903_at,3.023913857,2.923686897
1568904_at,3.152658002,3.195882641
1568905_at,2.839552789,2.869641832
1568906_at,3.023864246,2.999618778
1568907_at,4.115181358,4.409750892
1568908_at,2.700147286,2.759300712
1568913_at,5.275358065,5.399219388
1568914_at,2.774095374,2.804294194
1568915_at,5.318719428,5.370370948
1568916_at,2.746000425,2.694724919
1568919_at,2.287045567,2.252154747
1568920_at,2.267206859,2.278162111
1568921_at,2.829571973,2.854423998
1568922_at,3.747084612,3.78265086
1568923_at,2.999180012,3.062296962
1568924_a_at,2.508818721,2.478355277
1568925_at,2.079084694,2.050457376
1568926_x_at,2.524086608,2.510946062
1568929_at,6.434547167,6.518045125
1568930_at,2.972473078,3.020658411
1568931_at,2.97467962,3.061058537
1568932_at,2.55019067,2.515468316
1568933_at,2.876450726,2.914982188
1568934_at,3.306241947,3.380665604
1568935_at,2.165316552,2.232066061
1568936_a_at,2.146075047,2.215171062
1568938_at,2.795392214,2.852234197
1568939_at,2.294312958,2.277835941
1568941_a_at,5.44805707,5.326455217
1568943_at,4.777460914,4.79186367
1568949_at,4.809665043,4.859491306
1568951_at,5.312549808,5.090364865
1568954_s_at,3.716549252,3.646818865
1568955_at,4.84377612,5.058495995
1568957_x_at,2.857109268,2.983223246
1568964_x_at,7.026530441,6.579117067
1568970_at,2.401173596,2.348809714
1568971_at,3.167543773,3.152599864
1568974_at,3.830934788,3.941125059
1568977_at,3.561809623,3.551123659
1568978_s_at,4.654835074,4.830891407
1568981_at,2.578365851,2.526739755
1568983_a_at,6.39208451,5.98508135
1568986_x_at,6.896168103,7.015344948
1568987_at,5.588301035,5.206447953
1568997_at,4.181883829,3.922347522
1568999_at,3.294987169,3.422939095
1569001_at,5.031693831,5.025056418
1569002_x_at,5.072814991,5.111224681
1569003_at,8.669192517,8.167539899
1569004_at,4.298756984,3.454718716
1569005_at,3.172883808,3.110969784
1569006_at,3.331586857,3.368800832
1569008_at,4.767324849,4.858628836
1569009_s_at,4.001008786,4.202268514
1569013_s_at,2.941080574,2.991265492
1569020_at,4.293636827,4.41916821
1569021_at,2.473308423,2.306660683
1569022_a_at,3.494269055,3.356496613
1569023_a_at,2.315821193,2.358605339
1569024_at,4.996427801,5.104891679
1569025_s_at,5.224568188,5.165990824
1569029_at,4.352621913,4.455720218
1569030_s_at,9.679739919,10.05050285
1569032_at,3.936173837,3.970313454
1569033_at,2.72272254,2.682291565
1569034_a_at,2.740018026,2.773563256
1569039_s_at,4.260845427,4.25385501
1569040_s_at,6.101184936,5.619733142
1569041_at,3.922384295,3.905846839
1569042_at,3.351689708,3.455774736
1569044_at,3.446053835,3.422290814
1569048_s_at,4.659821062,4.616601054
1569052_at,2.470492919,2.563416463
1569053_at,5.266993299,5.266582054
1569054_at,2.817018152,2.822024273
1569057_s_at,5.63847128,5.704129776
1569058_at,3.063841422,3.090877076
1569061_at,2.775056983,2.899849325
1569062_s_at,2.763410188,2.805947175
1569063_at,2.926238951,2.97719001
1569064_at,2.638002314,2.719813638
1569065_s_at,4.166267613,4.290138798
1569067_at,4.220558341,4.340022182
1569069_s_at,5.896189948,5.59453225
1569072_s_at,2.86061923,2.947649097
1569073_x_at,6.27564905,6.34628339
1569074_at,4.397160673,4.339533165
1569076_a_at,4.443383293,4.593198712
1569077_x_at,6.504255099,6.59436041
1569078_at,2.64616373,2.685263547
1569080_at,2.672578663,2.72864124
1569086_at,5.549197096,5.391466782
1569089_a_at,2.608660708,2.632437994
1569090_x_at,4.802382998,4.838112944
1569091_at,5.346019572,5.013207475
1569095_at,4.624985664,4.787124118
1569097_at,2.861509683,2.737417124
1569098_s_at,4.252641705,4.042559732
1569099_at,3.177788231,3.24228584
1569100_a_at,2.297150392,2.347800638
1569102_at,3.085712442,3.098653807
1569104_a_at,3.014559929,3.152547131
1569105_at,7.053104157,7.153539759
1569106_s_at,4.529826016,4.954662654
1569107_s_at,4.510958311,4.357487338
1569108_a_at,3.566768949,3.433747019
1569110_x_at,7.422301222,7.261557686
1569111_at,3.203880731,3.326820955
1569112_at,3.126530419,2.742001222
1569114_at,3.246577943,3.073286031
1569121_at,3.584743716,3.617560695
1569122_at,2.36947558,2.486908841
1569124_at,2.401109459,2.401060546
1569126_at,4.339658452,4.440074284
1569127_at,5.290458002,5.222572087
1569128_at,2.395741261,2.589329587
1569129_s_at,7.271006083,7.494475231
1569132_s_at,6.007223383,6.156205161
1569133_x_at,4.690435354,4.864908484
1569136_at,6.189750627,6.743134047
1569138_a_at,4.091133607,4.16747989
1569139_s_at,5.115114934,4.813424384
1569140_at,2.279073681,2.268428808
1569141_a_at,2.780588453,2.876969237
1569142_at,3.827588593,3.622193235
1569144_a_at,4.787361388,4.862704834
1569146_s_at,3.317306374,3.39572835
1569147_at,3.016822898,3.096761546
1569149_at,4.108331111,4.331041837
1569150_x_at,3.889001849,4.285204303
1569153_at,4.403975138,4.588993548
1569154_a_at,4.58846626,4.701750153
1569156_at,3.864048455,3.941822643
1569157_s_at,5.589819201,5.782785079
1569159_at,2.628540266,2.7276173
1569167_at,3.058807558,3.077795814
1569168_at,2.365886609,2.435370388
1569171_a_at,2.802626665,2.843363502
1569172_a_at,5.002449054,5.048807465
1569176_at,2.341901065,2.304466138
1569178_at,1.9806239,2.025159354
1569180_at,5.339340895,5.097607271
1569181_x_at,5.48770754,5.337754265
1569182_at,2.869024299,3.014491142
1569183_a_at,2.493101448,2.729124856
1569186_at,2.441694215,2.396271176
1569188_s_at,3.786974385,3.759867114
1569189_at,3.527229142,3.608371279
1569190_at,4.140072233,4.223664844
1569191_at,3.869046744,3.895870267
1569192_at,2.045199197,2.099094078
1569193_at,2.901745132,2.852948674
1569194_at,4.742846723,4.798553823
1569200_at,6.848815867,6.96082751
1569201_a_at,2.37160762,2.504433005
1569202_x_at,5.776282015,5.86011732
1569203_at,3.766360002,3.48219474
1569205_at,2.595369984,2.540267465
1569206_at,4.449765176,4.532157705
1569207_s_at,3.250367415,3.296954959
1569208_a_at,2.731111396,2.739316996
1569212_at,4.008916598,4.167290213
1569213_at,2.506869951,2.515291461
1569218_at,2.155028566,2.169717817
1569219_at,3.255702118,3.287245299
1569225_a_at,3.209389026,3.176386923
1569230_at,2.311768627,2.308331504
1569231_x_at,2.326982512,2.420770931
1569234_at,4.353662567,4.39509888
1569235_a_at,3.083417503,3.093479282
1569237_at,5.13292727,4.72928376
1569238_a_at,6.276301204,5.705930716
1569240_at,2.442623864,2.404357125
1569241_a_at,3.509414448,3.050420413
1569243_at,4.792889594,4.994676354
1569245_at,3.653419761,3.692735479
1569246_a_at,4.301278378,4.370765074
1569250_at,4.701402122,4.830571558
1569251_a_at,3.864867738,3.974004434
1569253_at,3.368489758,3.210416361
1569254_s_at,2.392602622,2.337447745
1569256_a_at,4.427374906,4.566146908
1569257_at,5.482501075,5.865462334
1569259_at,2.773077431,2.815692019
1569262_x_at,2.242558053,2.219645584
1569263_at,4.001077302,4.897057809
1569264_at,3.38579421,3.455001531
1569268_at,3.948058903,4.051174237
1569269_s_at,3.232021476,3.328894999
1569270_at,3.223345193,3.353179003
1569272_at,3.322230489,3.545815253
1569274_at,4.187538399,4.19687645
1569275_at,3.445949414,3.357568073
1569276_at,4.5156224,4.742153039
1569277_at,2.255908539,2.255282503
1569283_at,2.980751519,2.737293018
1569287_at,2.490957935,2.604224408
1569289_at,3.273914256,3.161970695
1569290_s_at,2.653553103,2.737146557
1569291_at,5.628157967,5.716378825
1569293_x_at,5.73984911,5.741148668
1569294_at,5.195170395,5.163119874
1569296_a_at,4.884804452,4.929325145
1569297_at,2.581207138,2.59432194
1569300_at,4.972655091,5.092719529
1569302_at,6.508481281,6.387886564
1569303_s_at,4.47946504,4.609736893
1569305_a_at,4.377054793,4.470109822
1569306_at,2.589209378,2.643809111
1569307_s_at,2.87513769,2.961302993
1569310_at,3.353817965,3.339050071
1569311_at,2.433140113,2.371416484
1569312_at,5.270985035,4.342884355
1569315_s_at,4.176694679,4.101579548
1569316_at,4.698108588,4.20155185
1569318_at,3.582110444,3.606173046
1569320_at,7.553793949,7.750230168
1569321_at,3.891969931,3.855535739
1569322_at,3.56726697,3.63481603
1569323_at,2.157795411,2.166097879
1569325_at,5.04934221,5.043139289
1569330_at,3.491680986,3.547841195
1569331_at,2.278642411,2.325087361
1569332_at,2.443304748,2.471258184
1569334_at,2.356010452,2.370764848
1569335_a_at,3.350124657,3.41024587
1569337_at,3.318391375,3.304041052
1569338_at,3.040593553,3.062061542
1569339_s_at,4.574353889,4.667011953
1569341_at,3.491026565,3.632505528
1569342_at,2.711257638,2.814500511
1569344_a_at,2.367500821,2.410664098
1569345_at,4.866244304,4.802069848
1569346_a_at,6.773331861,6.669782514
