sonda,resistente_exp,sensible_exp
229819_at,4.393266072,4.571678969
229820_at,4.680647681,4.750629391
229821_at,5.744615929,5.663099117
229822_at,6.890402116,6.966607589
229823_at,2.410184004,2.46758045
229824_at,2.957057428,3.098626745
229825_at,3.109231009,3.13499846
229826_at,5.530731226,5.669662846
229827_at,4.252251428,4.32571609
229828_at,7.836955786,7.619164119
229829_at,6.274748375,5.846964335
229830_at,4.752829141,4.39069452
229831_at,2.125738286,2.150776868
229832_x_at,4.568924174,4.599514855
229833_at,6.605453906,6.544312232
229834_at,3.652887267,3.811042279
229835_s_at,8.617933264,8.473752151
229836_s_at,3.993781956,3.980883126
229837_s_at,5.563593166,5.697042206
229838_at,8.178299862,8.21005621
229839_at,2.307085439,2.302511333
229840_at,4.960763788,5.01958433
229841_at,6.99428568,7.026630917
229842_at,2.980277927,2.943439411
229843_at,3.764768197,4.177688371
229844_at,7.649646005,7.461074957
229845_at,6.152341995,6.371237002
229846_s_at,4.875344082,4.930337239
229847_at,4.081745989,4.025511927
229848_at,5.989260462,5.980942956
229849_at,6.100777764,5.617664635
229850_at,6.30531529,5.621235622
229851_s_at,5.534548549,5.037430826
229852_at,3.405163681,3.402451399
229853_at,3.380558034,3.48781989
229854_at,4.99953808,5.019045449
229855_at,5.221122001,5.173989091
229856_s_at,4.452423654,4.525220799
229857_s_at,2.83431477,2.785773035
229858_at,8.631656596,8.311411849
229859_at,4.872634914,4.754200385
229860_x_at,6.626324842,6.59903887
229861_at,7.391011784,7.293536312
229862_x_at,6.031868639,5.99520138
229863_s_at,6.154308884,6.269363037
229864_at,6.338241458,6.619062817
229865_at,6.102606046,6.851150407
229866_at,3.607055342,3.654228534
229867_at,4.627451302,4.667736289
229868_s_at,3.659896665,3.634290968
229869_at,4.508243377,3.877312266
229870_at,6.733655637,6.333080501
229871_at,7.645006534,7.817725513
229872_s_at,8.33054068,8.40298733
229873_at,3.762285027,3.641505203
229874_x_at,7.775364543,7.988907124
229875_at,5.046612586,5.170974665
229876_at,4.71293616,4.188922532
229877_at,2.654129378,2.788665088
229878_at,7.411631881,7.273025209
229879_at,6.467268133,6.494824447
229880_at,4.317307606,4.642837995
229881_at,2.775287416,2.741359042
229882_at,6.557761162,6.203074758
229883_at,2.982456797,3.107050491
229884_s_at,6.799548563,7.156696559
229885_at,6.41300442,6.085484877
229886_at,4.759673455,4.537092796
229887_at,4.896805003,5.00330845
229888_at,3.265912759,2.975366023
229889_at,4.365319279,4.602660206
229890_at,4.599511209,4.746620514
229891_x_at,6.686722323,6.481263865
229892_at,6.525533933,6.70297834
229893_at,5.234636534,5.249097513
229894_s_at,5.013348666,5.106168314
229895_s_at,3.688428368,3.779374628
229896_at,2.744983518,2.676220393
229897_at,5.442429505,5.387188719
229898_at,4.627834527,4.625523803
229899_s_at,7.10346719,6.657429735
229900_at,7.187340368,6.757289573
229901_at,4.104282285,4.140781216
229902_at,2.970084465,3.001837291
229903_x_at,8.601118342,8.560386179
229904_at,4.437095233,4.621939144
229905_at,8.27665965,8.417640007
229906_at,5.921180711,5.987844344
229907_at,5.861106115,5.951024493
229908_s_at,7.664694343,7.24286822
229909_at,4.154008551,4.192838685
229910_at,4.115584667,3.828087961
229911_at,3.267789098,3.391529047
229912_at,3.238577122,3.263112005
229913_at,4.610312181,4.562770377
229914_at,5.589027359,5.634616717
229915_at,3.004728063,2.947587624
229916_at,2.119199371,2.154416871
229917_at,4.312468845,4.322443526
229918_at,4.973734405,5.065836947
229919_at,5.372310936,5.370282577
229920_at,5.972513754,6.006735967
229921_at,4.220837732,4.464160799
229922_at,4.248703366,4.310463121
229923_at,5.721742827,5.51710178
229924_s_at,3.87219333,4.001469694
229925_at,5.321042946,5.493856761
229926_at,5.756369728,5.109885219
229927_at,2.929288371,2.949613582
229928_at,3.533498185,3.606657732
229929_at,4.604644544,4.581109748
229930_at,4.324423776,4.355878604
229931_at,4.38216356,4.378561854
229932_at,5.805186624,5.931460117
229933_at,5.021979023,5.085899356
229934_at,6.70613396,6.238501182
229935_s_at,2.737831134,2.83241052
229936_at,4.42895986,4.58194417
229937_x_at,3.548736444,3.687890209
229938_at,3.198819186,3.279562725
229939_at,4.849590691,4.944837512
229940_at,5.796401171,6.043049892
229941_at,4.291541473,4.418568258
229942_at,3.203436161,3.205957982
229943_at,5.317635083,5.042539053
229944_at,2.217960362,2.266105558
229945_at,4.5154991,4.583003444
229946_at,4.796766907,5.005670276
229947_at,2.741699973,2.846235663
229948_at,4.223798249,4.380104158
229949_at,9.461769075,9.201760953
229950_s_at,3.054320469,3.222157671
229951_x_at,2.726900123,2.604741826
229952_at,2.946056992,3.000095959
229953_x_at,5.512024978,5.795483578
229954_at,3.006162703,2.890848336
229955_at,7.815460571,8.176017652
229956_at,6.300977263,6.437918354
229957_at,6.121392677,6.172929821
229958_at,5.983324519,6.191922256
229959_at,4.710716461,4.88478565
229960_at,2.50873708,2.65952642
229961_x_at,5.074054331,5.058123868
229962_at,5.005620961,5.086001766
229963_at,7.117903643,5.848692222
229964_at,2.335783443,2.412671579
229965_at,4.639908908,4.758098746
229966_at,7.947613195,7.979648423
229967_at,3.510374798,3.533703446
229968_at,5.314486266,4.69446867
229969_at,6.066917168,5.779395585
229970_at,3.514812621,2.971316587
229971_at,6.829920986,6.501407559
229972_at,5.104716471,4.935252306
229973_at,2.300862878,2.33041561
229974_at,3.309456112,3.130661481
229975_at,3.825416339,3.177092968
229976_at,3.419258685,3.492324324
229977_at,4.091018165,4.140910574
229978_at,3.190800236,3.2396027
229979_x_at,3.483668587,3.502783329
229980_s_at,11.32082903,11.16158419
229981_at,7.048837861,6.806558272
229982_at,5.345662119,5.299412546
229983_at,8.378213394,8.000965135
229984_at,7.282954934,6.916412643
229985_at,3.620388368,3.727781459
229986_at,5.998755296,5.720108695
229987_at,4.848950859,5.076482764
229988_at,5.027987911,5.009785432
229989_at,5.422790501,5.282016595
229990_at,3.64346208,3.848557159
229991_s_at,4.405200738,4.409934964
229992_at,3.398400055,3.447912514
229993_at,3.774631126,3.849635327
229994_at,5.652466308,5.614661044
229995_at,3.187209494,3.208360601
229996_s_at,4.341312889,4.643281653
229997_at,5.571038667,5.553332183
229998_x_at,5.952154293,6.021301253
229999_at,3.837325444,3.993958709
230000_at,5.173063123,5.215240347
230001_at,3.249929409,3.427463404
230002_at,4.673060306,4.271037203
230003_at,6.110293977,6.101083955
230004_at,7.04580274,7.275981785
230005_at,9.300002326,9.128483276
230006_s_at,7.999381785,7.807632141
230007_at,3.110211214,3.160499667
230008_at,3.235304361,3.284611888
230009_at,5.175917743,4.795171314
230010_at,3.34184109,3.387009569
230011_at,5.550298094,5.538604937
230012_at,3.771596818,3.63849274
230013_s_at,4.409032619,4.474551246
230014_at,6.032961318,5.271786314
230015_at,4.103740636,4.169929382
230016_at,5.800084233,6.02301893
230017_at,4.043088782,4.121071943
230018_at,6.121071213,6.204320777
230019_s_at,5.421578573,5.514603264
230020_at,5.756919034,4.877790834
230021_at,5.959140021,5.901322614
230022_at,3.04129,3.19136867
230023_at,6.331985487,6.073790049
230024_at,6.357802436,6.472270784
230025_at,3.462113159,3.523746632
230026_at,5.890613135,6.095963877
230027_s_at,7.026538648,7.155275192
230028_at,4.384156138,4.457104095
230029_x_at,9.437496392,9.23239301
230030_at,2.2052746,2.30131239
230031_at,7.65967733,7.401902383
230032_at,7.347718174,6.921502337
230033_at,5.33967357,5.187023513
230034_x_at,3.931597747,4.070110364
230035_at,4.045755212,4.138911908
230036_at,6.643095135,6.34101548
230037_at,3.384553469,3.426698678
230038_at,3.324735116,3.472748102
230039_at,5.304409141,5.586320896
230040_at,2.71124071,2.783243497
230041_at,4.886513365,4.883687206
230042_at,2.558829287,2.608255676
230043_at,3.270177452,3.251403197
230044_at,5.152720709,5.191342178
230045_at,3.3144579,3.385056683
230046_at,6.369780308,6.478230603
230047_at,3.359217762,3.025227418
230048_at,7.047810355,6.827669192
230049_at,4.62157525,4.63597427
230050_at,4.523540585,4.600719826
230051_at,7.255869787,7.22522695
230052_s_at,5.031948802,5.026250342
230053_at,3.511166857,3.389502367
230054_at,5.256961491,5.419116969
230055_at,5.082194259,4.998118582
230056_at,3.74487894,3.354189665
230057_at,4.479703586,4.372435984
230058_at,4.949716661,4.691148441
230059_at,3.653828537,3.697053179
230060_at,5.614082583,5.45293692
230061_at,2.216500956,2.126916305
230062_at,5.256325584,5.280867126
230063_at,5.328267765,5.081181054
230064_at,4.848367798,4.865174519
230065_at,3.938946604,3.895068177
230066_at,2.758675013,2.761187653
230067_at,3.238004864,3.439667785
230068_s_at,3.406021708,3.304064846
230069_at,6.107923835,5.92317346
230070_at,4.983786633,5.155651549
230071_at,4.864538636,4.725989413
230072_at,5.833504177,5.306726819
230073_at,5.178077467,5.276898258
230074_s_at,3.695482427,3.757908866
230075_at,4.856321732,4.11834255
230076_at,2.586692785,2.654367333
230077_at,7.806036284,8.056356333
230078_at,8.142216172,7.931391084
230079_at,6.758596643,6.793211776
230080_at,4.017012997,4.094713633
230081_at,2.277932599,2.318037264
230082_at,9.71276873,9.755278253
230083_at,5.765465458,5.062545781
230084_at,5.332083485,5.340805516
230085_at,4.661741932,4.506780901
230086_at,3.514057145,3.393708401
230087_at,4.295823147,4.345439991
230088_at,3.257537731,3.239483696
230089_s_at,3.899090247,4.052154818
230090_at,3.330381938,3.283460431
230091_at,5.170868186,4.813741206
230092_at,5.731740192,6.102010088
230093_at,5.871827234,5.294321841
230094_at,3.558540628,3.59362081
230095_at,5.606882723,5.665596382
230096_at,4.937115417,4.97033866
230097_at,7.325379457,6.877722711
230098_at,5.502162488,5.160722477
230099_at,8.509589498,8.460264848
230100_x_at,6.643409932,6.539720493
230101_at,3.292549748,3.271294135
230102_at,4.92631209,4.822258549
230103_at,3.902762643,3.945937075
230104_s_at,2.968084501,3.112977169
230105_at,3.959040916,4.072215696
230106_at,4.577032935,4.946006649
230107_at,4.886885019,4.96029221
230108_at,5.362403222,5.253266714
230109_at,3.696782594,3.440255058
230110_at,5.691209775,5.499086497
230111_at,4.070061413,4.029712926
230112_at,3.941787646,4.027600567
230113_at,4.546880566,4.146033808
230114_at,4.771737715,4.832629179
230115_at,5.777883521,5.811242515
230116_at,3.964437954,4.01316823
230117_at,2.335223524,2.253625469
230118_at,4.865922937,4.799631126
230119_at,4.119996809,4.194501939
230120_s_at,5.488047323,4.900273555
230121_at,3.016746707,3.0821617
230122_at,7.316664759,7.288746032
230123_at,6.948693405,7.153440487
230124_at,3.480904827,3.502394853
230125_at,4.164915198,4.372444013
230126_s_at,3.163816164,3.150788105
230127_at,6.724266282,5.99419788
230128_at,3.542079124,3.475066843
230129_at,6.651123478,7.100544312
230130_at,2.282408528,2.350018942
230131_x_at,6.433450408,6.176617512
230132_at,3.873474159,3.829309514
230133_at,7.050533418,7.779072886
230134_s_at,8.251918794,8.943194401
230135_at,2.657819765,2.626243041
230136_at,5.37770414,5.291220994
230137_at,2.435739076,2.476347035
230138_at,4.195724445,4.245781995
230139_at,6.625015113,6.787444887
230140_at,3.245436696,3.071192507
230141_at,7.61435991,7.836482386
230142_s_at,5.976933295,5.681051708
230143_at,3.17457759,3.282758728
230144_at,2.741774996,2.688882002
230145_at,3.121041563,3.21225316
230146_s_at,4.359220208,4.563995495
230147_at,2.942697345,2.712757578
230148_at,6.147210184,5.70401452
230149_at,5.844628147,5.674480543
230150_at,6.142834102,6.292376009
230151_at,5.043353235,5.279713391
230152_at,6.291022773,6.257249707
230153_at,3.103473604,3.273794079
230154_at,4.744477588,4.560483494
230155_x_at,5.309198526,5.346336316
230156_x_at,4.780483758,5.066414534
230157_at,5.267378527,5.369617226
230158_at,8.447006758,8.00477031
230159_at,2.83908489,2.968919206
230160_x_at,6.208072774,6.275589609
230161_at,4.785174905,4.828406758
230162_s_at,3.399988398,3.554132835
230163_at,3.074887216,3.107990332
230164_at,3.808373945,3.67840464
230165_at,7.010485639,6.567366697
230166_at,5.147207904,5.015564145
230167_at,5.446832675,5.429400113
230168_at,6.112325741,5.67607064
230169_at,5.391862599,5.673331155
230170_at,7.214879557,7.390669983
230171_at,4.373365669,4.368392453
230172_at,8.048857892,8.240980706
230173_at,3.482748942,3.631536452
230174_at,5.98223947,5.529504628
230175_s_at,5.418053849,5.267274793
230176_at,5.014101168,4.587433824
230177_at,8.057995544,7.681008524
230178_s_at,6.570750629,6.175376349
230179_at,5.989297103,5.594284898
230180_at,9.262136933,8.514049046
230181_at,4.322050326,4.428823625
230182_at,4.810694663,4.867158582
230183_at,2.983845805,2.846165211
230184_at,4.404139818,4.370621455
230185_at,5.130262443,5.370350734
230186_at,4.360175051,4.300188418
230187_s_at,4.925757657,4.67362597
230188_at,4.782714922,4.736936447
230189_x_at,5.601590741,5.699218514
230190_at,3.928606116,3.980483435
230191_at,5.802171538,5.922326194
230192_at,5.599751908,4.601472567
230193_at,2.936404639,2.883047096
230194_at,7.718283,7.56767201
230195_at,2.915973892,2.985673788
230196_x_at,5.861733221,5.938706331
230197_s_at,3.203895207,3.233878397
230198_at,5.123281882,5.149427529
230199_at,3.060122515,3.149574586
230200_at,6.882323939,6.698246234
230201_at,3.646769953,3.277557863
230202_at,4.688198482,4.742196001
230203_at,6.073099209,6.06908145
230204_at,2.697673374,2.699175224
230205_at,6.310154048,6.012918016
230206_at,8.512114931,8.245333302
230207_s_at,6.349930611,6.192772342
230208_at,4.559165988,4.633706552
230209_at,5.168061846,5.079959188
230210_at,4.520933547,4.4696093
230211_at,2.66719514,2.355239894
230212_at,6.242490674,6.165948845
230213_at,6.786029577,6.729364955
230214_at,3.098130898,3.134542454
230215_at,4.861796411,4.946310156
230216_at,4.251832598,4.322451437
230217_at,3.353198988,3.396129769
230218_at,3.580951454,3.78848053
230219_at,5.842803679,6.001250933
230220_at,2.507324101,2.533167804
230221_at,5.26278965,5.387391251
230222_at,4.230101307,4.242081792
230223_at,4.39626899,4.424461125
230224_at,5.887334745,5.66998058
230225_x_at,2.176365184,2.129478998
230226_s_at,3.819056342,3.517051971
230227_at,3.471326848,3.538175263
230228_at,5.554972938,5.606447264
230229_at,6.84174843,6.500366325
230230_at,3.525428408,3.238967708
230231_at,2.562731036,2.622981417
230232_at,2.679796455,2.79071821
230233_at,7.325741593,6.880024955
230234_at,5.060181082,5.013477437
230235_at,6.052327895,5.771220339
230236_at,4.727771482,4.722341032
230237_at,2.925171549,2.876431352
230238_at,2.825079707,2.852634568
230239_at,6.882298014,6.927551916
230240_at,5.232997931,4.96392536
230241_at,4.706318087,4.216916485
230242_at,4.388701264,4.496751663
230243_at,4.427252092,4.519517906
230244_at,2.936386271,3.018679953
230245_s_at,6.265709487,6.741686107
230246_at,5.581503654,5.614150901
230247_at,3.819194295,3.900161935
230248_x_at,3.665021652,3.292952187
230249_at,2.371728639,2.514737884
230250_at,2.294076218,2.396273126
230251_at,2.637590134,2.609506804
230252_at,4.134267512,4.321460757
230253_at,4.629491799,4.639803611
230254_at,3.776611192,3.781704513
230255_at,3.376157776,3.459776506
230256_at,6.370321731,6.170655928
230257_s_at,6.224910712,6.30710535
230258_at,2.784054758,2.883645019
230259_at,6.044662965,6.241275684
230260_s_at,2.379689677,2.408114458
230261_at,4.996044991,3.950949588
230262_at,2.910611502,3.069554825
230263_s_at,7.927440377,7.619810936
230264_s_at,9.610329283,9.249703164
230265_at,6.705843848,6.389226424
230266_at,4.5996774,4.344466317
230267_at,5.261508876,4.997456046
230268_at,5.142837172,5.357974592
230269_at,3.82587459,3.883811429
230270_at,7.428041671,7.111532661
230271_at,3.795658402,3.820769779
230272_at,2.473631407,2.430704052
230273_at,4.517058878,4.528340938
230274_s_at,6.352356116,6.684551424
230275_at,3.862836102,4.0177679
230276_at,4.111855256,4.205168624
230277_at,4.94976209,5.018629039
230278_at,3.111666979,3.02740511
230279_at,4.820996724,4.921986467
230280_at,3.196247935,3.087281451
230281_at,5.346606298,5.182170214
230282_at,5.346262248,5.256252734
230283_at,4.442120909,4.311566668
230284_at,4.442697103,4.460297843
230285_at,7.761698358,7.45689747
230286_at,3.533904928,3.630846759
230287_at,2.762199516,2.793599975
230288_at,3.215025729,3.289109175
230289_at,2.127613073,2.223384175
230290_at,4.561074485,4.671677777
230291_s_at,3.976878308,3.235630052
230292_at,4.920381948,5.499508807
230293_at,5.094920567,4.809106099
230294_at,4.252361206,4.242364103
230295_at,6.078212954,6.184806885
230296_at,5.869113695,5.323659997
230297_x_at,4.116185315,4.14092412
230298_at,8.137564634,7.729342726
230299_s_at,3.220000417,3.182950011
230300_at,5.096747047,4.425222067
230301_at,4.837060416,4.577804686
230302_at,5.720570882,5.256312388
230303_at,3.537448219,3.343057326
230304_at,8.162879663,8.523523371
230305_at,5.122279111,4.919477727
230306_at,6.389345967,6.437717821
230307_at,2.653416788,2.542657739
230308_at,4.533102611,4.488045607
230309_at,2.524170955,2.544504754
230310_at,4.053530351,4.106414133
230311_s_at,5.376611779,5.366714403
230312_at,5.499217043,5.25664559
230313_at,4.920106191,4.872653989
230314_at,5.142770063,4.774549931
230315_at,5.298387023,5.356908244
230316_at,3.72251774,3.862485882
230317_x_at,3.878839342,3.890081833
230318_at,4.428380685,4.46329038
230319_at,2.142239041,2.068545985
230320_at,5.647973783,5.502976718
230321_at,4.023643747,4.001696684
230322_at,5.77638339,5.76713629
230323_s_at,2.365218605,2.419864949
230324_at,4.839487122,4.851682382
230325_at,3.856328663,4.034292106
230326_s_at,9.484670616,9.461850585
230327_at,4.761177441,4.979917034
230328_at,6.491043316,6.346279849
230329_s_at,7.647433822,7.172836152
230330_at,4.607272548,4.856991824
230331_at,2.491268166,2.539794593
230332_at,6.381122778,6.347670533
230333_at,10.97872649,10.71879316
230334_at,5.500119659,5.360609715
230335_at,4.227504367,4.31758133
230336_at,2.883215932,2.800163825
230337_at,4.511532536,3.803815603
230338_x_at,4.258826415,4.315135717
230339_at,5.444136795,5.329908244
230340_s_at,3.806384016,3.868528913
230341_x_at,5.497482083,5.578399544
230342_at,3.394352788,3.419347278
230343_at,3.736546196,3.644338304
230344_x_at,2.176977421,2.271674133
230345_at,5.961367108,5.972889395
230346_x_at,4.115202645,4.122364733
230347_at,4.706884198,4.845958263
230348_at,6.716388495,7.290586192
230349_at,3.305581502,3.376964158
230350_at,7.82610194,7.533046667
230351_at,4.330047386,4.217189707
230352_at,9.207149999,9.007930841
230353_at,4.172737324,4.231340255
230354_at,4.08351612,4.150325048
230355_at,6.215276731,6.375692514
230356_at,2.571234149,2.631672052
230357_at,3.028776119,2.786037789
230358_at,4.752946852,4.81919649
230359_at,4.253093939,4.360957645
230360_at,3.490584156,3.644454249
230361_at,4.106989667,4.256059993
230362_at,4.858733951,4.889874332
230363_s_at,4.887088282,4.971607314
230364_at,6.345565654,6.275837415
230365_at,2.409260104,2.454897031
230366_at,3.153104942,3.129555983
230367_at,4.51514515,4.625339
230368_at,5.310856851,5.442124447
230369_at,3.723788199,3.210269989
230370_x_at,7.742300748,7.753491074
230371_at,5.319527766,5.291744123
230372_at,2.897820446,2.867722638
230373_at,4.647865854,4.601590224
230374_at,4.764247107,4.822505794
230375_at,7.086750455,6.816135904
230376_at,6.129471993,6.124996165
230377_s_at,3.288469721,3.27771316
230378_at,5.149553488,5.199796457
230379_x_at,6.701961915,6.279778168
230380_at,5.932635612,5.664462713
230381_at,6.973291935,6.976379773
230382_at,6.130552767,6.222900759
230383_x_at,4.343988048,4.479715744
230384_at,4.638620243,4.430561682
230385_at,4.954552076,4.944388951
230386_at,5.090399131,4.95969568
230387_at,9.546946902,9.260627234
230388_s_at,6.434904056,6.576491116
230389_at,7.412227161,6.770751465
230390_at,3.763453215,3.803163438
230391_at,9.799106533,9.510423336
230392_at,6.227156693,6.069992258
230393_at,5.130258666,5.038230976
230394_at,4.34165569,4.551802131
230395_at,6.208120462,6.516333363
230396_at,4.472342759,4.535182343
230397_at,3.342004938,3.56127064
230398_at,5.397291525,5.597351881
230399_at,5.428373197,4.947488513
230400_s_at,3.396499884,3.520609807
230401_at,4.782360278,4.757897558
230402_at,4.125302243,4.196989156
230403_at,5.755666501,4.992821869
230404_at,5.295265462,4.904222145
230405_at,6.3402926,6.136368028
230406_at,3.652287226,3.689359235
230407_at,6.949148665,6.775931776
230408_at,6.169663604,6.026804922
230409_at,3.442494932,3.569571604
230410_at,3.26608797,3.314867669
230411_at,5.402898103,5.1366958
230412_at,2.826490766,2.79839533
230413_s_at,6.484162263,6.457560818
230414_s_at,3.738256983,3.751820241
230415_at,6.096073047,5.877229683
230416_at,9.363202826,9.097610958
230417_at,3.468502627,3.561916467
230418_s_at,2.908090492,2.97639585
230419_at,2.949354355,2.930825818
230420_at,2.514231581,2.50476966
230421_at,4.190781907,3.958109504
230422_at,3.296482301,3.268154853
230423_at,4.560567632,4.65303414
230424_at,6.426735238,6.003265935
230425_at,2.351194854,2.301544793
230426_at,7.590050163,7.363959357
230427_s_at,5.335988679,4.915628732
230428_at,4.573410469,4.590207257
230429_at,3.563190436,3.516633217
230430_at,4.334598906,4.339782238
230431_at,3.719066086,3.775158982
230432_at,3.049754307,3.060586182
230433_at,3.51590935,3.311343636
230434_at,7.479994093,7.069549338
230435_at,7.337150735,7.284538055
230436_s_at,3.210119819,3.389058274
230437_s_at,3.465087003,3.469166125
230438_at,4.184406105,4.331787678
230439_at,5.408561023,5.503538237
230440_at,5.939308239,5.978372644
230441_at,4.06332442,4.225524149
230442_at,4.752211257,4.697798883
230443_at,5.789609988,5.651433537
230444_at,5.270000049,4.857673125
230445_at,4.011524959,4.16290316
230446_at,5.837760208,5.675183804
230447_at,2.359064027,2.396132322
230448_at,6.043635428,6.196303163
230449_x_at,6.119844886,6.045070219
230450_at,5.028784345,4.637715532
230451_at,3.520605038,3.312361741
230452_at,4.214566857,4.242024783
230453_s_at,5.025761106,5.139355454
230454_at,6.496271066,6.223608611
230455_at,3.386510094,3.469746136
230456_at,4.578157935,4.612798598
230457_at,5.433555922,5.674982828
230458_at,3.861180878,3.974271386
230459_s_at,3.120082235,3.139506187
230460_at,5.274413456,5.261803795
230461_s_at,4.652878154,4.205089723
230462_at,5.376830525,5.260948038
230463_at,3.216064519,3.252792796
230464_at,3.428811904,3.671406598
230465_at,4.172125403,4.176668491
230466_s_at,7.399009136,7.218291364
230467_at,3.970820787,4.124663363
230468_s_at,3.135164523,3.236357406
230469_at,2.512267999,2.413664101
230470_at,4.822615114,4.826265377
230471_at,4.190498038,4.31078727
230472_at,2.501388909,2.608234024
230473_s_at,2.937432204,3.055025537
230474_at,3.979087552,4.131200698
230475_at,4.487376775,4.507802903
230476_at,4.337191809,4.3898572
230477_at,4.658282747,4.670163621
230478_at,2.58378733,2.594511267
230479_at,7.49678371,7.301744049
230480_at,5.305025336,5.417645852
230481_at,4.87781126,5.013578734
230482_at,2.86214919,2.866212536
230483_at,6.15777578,6.21522905
230484_at,5.015432036,5.144530437
230485_at,3.817228556,3.950071789
230486_at,6.170504216,6.192688433
230487_at,3.237770468,3.31434426
230488_s_at,5.103405513,5.082463734
230489_at,4.399549508,4.543638857
230490_x_at,8.542953874,8.436813956
230491_at,4.519874923,4.286525314
230492_s_at,5.811857501,6.116157806
230493_at,2.414636723,2.411688154
230494_at,6.622371197,6.008923067
230495_at,2.586800612,2.701555879
230496_at,2.287672116,2.441736612
230497_at,2.956753626,2.94081294
230498_at,3.706759388,3.704000888
230499_at,5.795000822,5.74046419
230500_at,2.873549158,2.96807927
230501_at,2.87198833,2.880467669
230502_s_at,7.277076743,7.381728695
230503_at,4.423471137,4.272078686
230504_at,5.091226666,5.230441536
230505_at,3.848027202,4.220346364
230506_at,3.570021934,3.664967551
230507_at,3.441696739,3.619755879
230508_at,2.642809385,2.613345993
230509_at,5.890000987,5.993501614
230510_at,3.103284537,3.131545163
230511_at,5.887493131,5.717152295
230512_x_at,3.574490944,3.654034592
230513_at,4.981068584,5.07540081
230514_s_at,3.245595199,3.326964805
230515_at,3.685607376,3.66351615
230516_at,6.071682813,6.058706542
230517_at,2.515526505,2.60549063
230518_at,5.640986687,4.866289269
230519_at,3.323960037,3.298321047
230520_at,4.918350705,4.773063979
230521_at,4.097766668,4.22440345
230522_s_at,3.71203855,3.779728712
230523_at,3.368945976,3.460964342
230524_at,4.68568601,4.579983322
230525_at,5.268454766,5.364225558
230526_at,5.0389901,5.012305546
230527_at,3.253710495,3.37047455
230528_s_at,6.246486483,5.835367743
230529_at,6.680449608,6.514610891
230530_at,4.531203863,4.658767842
230531_at,5.062436682,5.162502362
230532_at,7.450036003,7.319203199
230533_at,5.927516632,5.99782549
230534_at,5.774100105,5.329509718
230535_s_at,4.369147264,4.171113826
230536_at,4.363694494,4.256228637
230537_at,3.649176788,3.682249555
230538_at,2.534308862,2.497010928
230539_at,2.925831958,3.027211905
230540_at,2.62393647,2.559914952
230541_at,5.6091506,5.556194961
230542_at,4.203560861,4.211119277
230543_at,4.845869677,5.22253891
230544_at,3.773177248,3.850620795
230545_at,2.291616128,2.338600714
230546_at,4.445912187,4.612868704
230547_at,2.522226983,2.612365448
230548_at,3.416468361,3.595355653
230549_at,3.429477613,3.388247143
230550_at,3.656399853,3.759966617
230551_at,3.079988732,3.102976673
230552_at,3.402724918,3.499092175
230553_at,4.084881247,4.143449088
230554_at,2.456071378,2.430771739
230555_s_at,3.87570534,4.055330722
230556_at,6.039980384,5.949774525
230557_at,4.339059692,4.417213311
230558_at,4.265320804,4.321480223
230559_x_at,2.517210865,2.282344732
230560_at,4.40476092,3.501408879
230561_s_at,4.799090972,4.300017794
230562_at,4.025169482,4.096917821
230563_at,5.538757058,4.582558401
230564_at,3.234671404,3.322188795
230565_at,2.679144507,2.751844996
230566_at,6.408011594,6.567145824
230567_at,2.827209496,2.826864047
230568_x_at,5.096247873,5.166558
230569_at,4.665212563,4.502031526
230570_at,7.654499912,7.712106109
230571_at,4.209972578,4.065349781
230572_at,4.139024069,4.258771911
230573_at,2.28466217,2.327013172
230574_at,3.777842452,3.847769724
230575_at,3.261162789,3.382307849
230576_at,5.513551287,5.574681986
230577_at,2.238766726,2.339392397
230578_at,4.234091891,3.464079354
230579_at,4.77451941,4.757555457
230580_at,5.868868355,6.145328522
230581_at,3.61473925,3.763626283
230582_at,5.053462737,5.178824665
230583_s_at,3.335608189,3.318400545
230584_at,4.602379338,4.596068437
230585_at,2.854968086,2.903533794
230586_s_at,4.05387528,4.116266665
230587_at,3.486759827,3.589174678
230588_s_at,8.783027472,9.165314456
230589_at,3.890137442,4.036218926
230590_at,5.761711131,5.725444596
230591_at,4.270537106,4.633252401
230592_at,6.743942153,7.236106148
230593_at,2.189729824,2.189917879
230594_at,2.585505906,2.628516821
230595_at,4.871590313,4.603058663
230596_at,2.898805795,2.880098547
230597_at,3.493441971,3.454729673
230598_at,5.666932543,5.572497206
230599_at,7.74417611,7.525310182
230600_at,5.634406542,5.700175022
230601_s_at,3.132264507,3.183227302
230602_at,2.605472367,2.667827973
230603_at,3.811122395,4.038024461
230604_at,5.573206413,5.49903871
230605_at,5.620430568,5.908462985
230606_at,5.415959204,5.544531089
230607_at,5.671100008,5.164409707
230608_at,4.539256021,4.648936528
230609_at,3.460418083,3.524133811
230610_at,4.617060178,4.629886121
230611_at,4.371798843,4.444908157
230612_at,3.779798977,3.787257156
230613_at,4.743234138,4.889469135
230614_at,3.253834743,3.294115602
230615_at,5.904410204,5.94504772
230616_at,4.881057081,4.897457067
230617_at,4.951523332,5.057345454
230618_s_at,9.950345936,9.962047976
230619_at,6.515087775,6.48860844
230620_at,6.530919021,6.390389337
230621_at,8.323380919,8.240614589
230622_at,3.795326968,3.802911163
230623_x_at,6.857591217,6.652718101
230624_at,7.288443047,6.337623867
230625_s_at,4.450269524,4.45655682
230626_at,3.437436985,3.362687826
